Genotype,File,Batch,Replicate,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,Solar.month,Solar.day,Lunar.cycle,Lunar.day,Hour,Minute
B73,S2_B73-15Sep_B6_B3_B1_A6_A5_A3_A2.csv,S2,A6,13.34991663,16.30580589,16.47998506,16.37857153,15.94197769,17.87972095,17.60183642,19.00271823,20.26723609,21.19313588,22.43301655,23.82644991,25.4828709,27.68532066,29.22142051,32.69411771,34.60779674,36.20291124,39.86926817,41.58699564,44.16301389,46.19644111,48.77876189,52.10249006,54.97816523,56.65406678,58.30991481,59.81106423,60.99135729,62.08570668,61.70755454,60.60174599,60.73352628,60.51580232,60.75071502,58.85422472,60.40694034,60.24078258,60.61320515,60.51007274,59.8970079,60.69341924,59.73085014,59.96003326,59.79960508,58.65941907,58.12083874,58.02916549,58.46461342,57.81717111,59.14070361,58.04635422,58.91725007,59.57042196,60.09181355,60.68768966,60.55590937,61.79922778,60.80228122,61.90808976,61.5356672,S9,S15,L9,L21,13,0
B73,S2_B73-16June_B8_B7_B6_B2_A5_A4_A3.csv,S2,B3,-2.887077034,-2.203996751,-2.659956564,-3.509824861,-2.992157494,-1.919007543,-1.572482669,-1.105350178,0.131837589,1.776742123,4.701118709,6.334048425,8.694634541,9.347806428,12.72768446,12.81248221,16.05943404,18.3827779,20.81842149,22.55219177,26.39559266,28.74758441,30.71340261,33.25389747,35.30508638,36.85551017,39.23099319,40.90001925,42.62805996,46.12424842,46.85133187,47.48731502,47.6735263,47.94453534,46.28696844,47.0449916,46.22337012,44.51767477,43.75392203,42.55987798,43.26461607,43.38722904,40.98309813,39.46132222,40.14887158,38.01632266,38.65688948,36.35589097,36.46761774,34.6748328,33.60454764,32.61619545,33.62402821,32.42196275,32.89293406,34.2812108,34.03312007,35.99320869,35.16413876,33.74033864,34.65764407,S6,S16,L6,L20,13,0
B73,S2_B73-16June_B8_B7_B6_B2_A5_A4_A3.csv,S2,B1,-8.846468357,-8.156054214,-7.735503192,-6.890963402,-6.354674906,-6.344934623,-5.011891017,-2.969296477,-0.376347328,2.723784062,5.03154347,8.149751678,11.01683248,12.97119152,16.59457662,19.2026805,21.61884353,24.63661223,28.07894267,32.28387992,33.16337014,35.39274892,39.59883209,40.01021579,43.25945945,43.99055359,44.74972267,46.23826702,48.06714831,48.09636915,47.48559614,47.89927167,47.34808627,48.72375794,46.24227773,46.5671448,44.35781954,44.36125729,42.39085543,42.63894616,41.74169425,40.12423439,40.37748174,39.87671663,40.61124852,41.43401591,41.02836179,41.90498722,41.42714042,43.52645778,43.29383692,44.10342628,46.07153631,45.77990079,46.44453183,45.14620947,45.06886016,45.11469679,44.70617788,44.25583305,44.15270065,S6,S16,L6,L20,13,0
B73,S2_B73-16June_B8_B7_B6_B2_A5_A4_A3.csv,S2,A6,23.91296654,21.07567954,19.92460733,18.2578731,18.51627707,18.47788889,17.56975079,21.62686494,23.31594452,28.34250325,30.49739752,33.41948227,36.96551807,39.87728958,46.29900055,49.77570845,52.49897685,54.19321305,57.07977442,63.3805913,65.86149855,65.25416329,68.06738606,67.23659726,65.93598306,64.94476608,66.92147047,67.24805641,66.02192673,66.32559436,66.58342537,66.45737466,67.4600508,66.35997183,67.97571281,68.92109318,68.40543116,68.8122312,69.02422558,69.39664815,73.55059216,71.78588215,71.71712722,70.92071588,69.11016925,68.8122312,70.46807922,69.02422558,69.05860305,68.99557769,67.05325076,66.42872677,67.15065359,66.19954365,66.06776336,64.49212942,61.42680522,61.91381934,60.97989814,62.72741941,63.25454058,S6,S16,L6,L20,13,0
B73,S2_B73-16June_B8_B7_B6_B2_A5_A4_A3.csv,S2,A5,-2.096968234,-2.853100637,-2.215169428,-2.172598663,-2.38591085,-1.742994909,-1.532776694,-0.731495217,0.830330437,2.640132224,4.832039565,6.042412907,8.814955678,10.43528032,12.10774413,15.43319117,17.55141614,19.89653239,22.74928926,25.61694302,29.97486001,33.15477577,37.16433442,39.96380621,42.75009997,47.37501529,50.51539697,53.09256113,54.42411504,58.0520838,59.64490647,60.61320515,63.85041669,62.64147574,64.09105896,64.50931815,65.08800553,63.60404484,64.32597166,65.6666929,65.71252952,65.63231543,66.41153803,67.44859164,66.85271554,67.40275502,65.60939712,64.95622523,64.82444494,63.09984198,62.84201097,61.93100808,60.80228122,59.36415715,58.5734754,57.17144767,55.96766334,55.53336134,53.73541977,52.9802614,51.58052551,S6,S16,L6,L20,13,0
B73,S2_B73-17Aug_B8_B7_B5_B2_A8_A5_A1.csv,S2,B8,2.616239884,2.45162911,0.903210668,0.567039141,0.506878573,-1.923820389,-1.854721679,-1.770210404,0.534414924,1.586004473,4.699972793,6.734545924,10.45705272,12.84743264,15.49507061,18.28308324,21.05104235,24.62687195,29.81443183,33.09003154,35.04439058,37.10302794,41.07935504,42.32038162,45.37138188,46.05377461,46.42447831,47.14239443,47.92849252,48.66130554,49.15175741,49.18785375,50.82765896,49.81180479,51.723192,52.23541627,51.98847146,53.9686136,53.96116515,54.56219787,53.895275,55.10135116,53.91876627,53.65405977,52.00623315,52.19645514,50.17162229,50.50451077,49.19186446,49.94186621,50.38361667,50.08968932,48.53296299,49.42964194,48.57249708,49.37349208,48.62807399,48.64354385,49.31906109,49.38838898,49.78659465,S8,S17,L8,L22,13,0
B73,S2_B73-17Aug_B8_B7_B5_B2_A8_A5_A1.csv,S2,B7,6.05730981,7.301774141,5.74562077,6.546042809,5.560268923,6.173047285,6.728816346,5.882557683,7.287450196,7.30979555,7.33844344,8.347995075,10.05369043,11.12512151,12.39479598,12.66809685,14.15950599,16.63525662,17.6660077,20.23973411,19.95726592,22.18091512,24.15933839,26.70155213,28.89483457,30.70366233,33.13816,35.36811174,36.47793098,39.00696669,40.31846709,43.11564704,43.65537328,45.67848726,46.90175215,48.61317709,50.43231809,51.51750015,54.74439845,55.75223121,57.06831527,57.69684997,59.32405011,60.00586988,60.99708687,63.19151522,63.90771247,64.00511529,66.80687891,66.81260849,66.80687891,68.25073256,68.80650162,67.59756067,69.47113266,68.45699736,68.60023681,70.35348766,69.1216284,70.43370176,70.45089049,S8,S17,L8,L22,13,0
B73,S2_B73-17Aug_B8_B7_B5_B2_A8_A5_A1.csv,S2,B5,-0.698091778,-0.864249538,-0.408140756,0.011795482,1.489060014,1.679396593,1.268184784,4.564353683,6.281336308,8.678591723,10.7641581,14.50213475,17.57548037,20.85852853,25.41698075,27.27279105,32.13204611,35.11486439,38.47297003,42.29116077,45.27627089,49.17868643,52.6639887,56.21747294,58.48753173,61.1460559,62.21748697,63.98219698,63.5352899,66.42299719,67.17930148,67.76371843,67.08189865,67.38556629,67.25378599,69.61437211,69.39664815,68.02727902,70.23316653,70.23889611,68.72055795,68.5773185,66.26829858,64.76141958,64.00511529,60.77936291,58.82557683,57.31869782,53.21861184,52.8146766,52.80608223,51.44817226,51.41608662,51.70714918,49.49438617,50.73598572,52.87082646,51.66646918,51.96899089,52.59867151,52.65252954,S8,S17,L8,L22,13,0
B73,S2_B73-17Aug_B8_B7_B5_B2_A8_A5_A1.csv,S2,B2,-3.293304111,-1.959572955,-0.983596647,-0.852160129,0.274435325,0.872958497,1.420476966,3.53767061,4.862807399,6.76147494,8.749638489,9.816485904,11.44655083,13.59628848,16.04224531,19.15397909,22.67824249,25.75674472,28.86790555,32.48957177,35.34863117,38.6144906,41.03122658,43.16492141,45.66244444,49.08242952,50.04442566,50.47070626,51.28029562,53.4947775,52.75909969,53.6861454,52.68576109,53.56754314,53.32690087,53.62827667,53.00031492,53.04557859,53.26960509,53.10058254,52.14202415,51.67449059,50.33949892,50.78010347,50.63228036,48.92314725,48.95981655,46.87596905,46.8100789,46.45484507,45.31924272,45.82000783,45.13131256,45.58108443,45.94777742,46.14716674,45.87386587,46.99858202,46.7585127,48.61546892,47.91875224,S8,S17,L8,L22,13,0
B73,S2_B73-17Aug_B8_B7_B5_B2_A8_A5_A1.csv,S2,A8,4.86658892,2.684421862,1.899870753,-0.677923663,0.417204948,-1.982605858,-0.923378783,-0.746220232,-0.870437482,0.581208387,2.046089582,3.328598311,3.359881806,4.371553385,4.046571724,5.316819156,7.519498103,7.731492487,8.251738165,10.85010177,12.40396331,13.25136789,14.48093531,17.23571639,18.78442131,21.90245763,25.22102918,27.54265417,30.41259977,31.7750934,33.84805471,35.72449148,36.8469158,37.57743699,38.08736943,38.51651482,41.4477669,42.14047287,44.00258571,44.99724044,44.90155649,46.36947436,47.08624456,48.36164861,49.14201713,48.35763791,49.81409662,49.40844251,48.90538556,48.59140469,47.94281647,47.40939276,46.96649638,46.94128624,46.21649463,45.88417911,46.24055886,44.72795028,43.81179076,43.67771864,41.13206715,S8,S17,L8,L22,13,0
B73,S2_B73-17Aug_B8_B7_B5_B2_A8_A5_A1.csv,S2,A5,8.953038507,8.589783265,10.40262173,10.92000262,11.0288646,11.87798805,13.45419495,13.9137071,16.01417037,17.09648765,18.65435989,19.19580501,21.70822494,22.37686669,22.62839516,23.33084142,24.27564882,26.03634813,28.03425196,28.86905147,30.56672541,33.78961301,35.48785991,36.67502847,38.81216104,41.27473365,43.39353157,46.30988675,48.55530835,51.04538293,53.04156788,54.94779847,56.04730448,58.52190919,60.10900229,60.18921638,61.47264184,62.7045011,62.14300246,63.4837237,65.68961121,65.57501965,66.74958313,67.89549872,69.21330165,70.02690172,69.7461524,70.09565666,70.62850741,68.98411853,68.97265938,69.79198902,68.5257523,69.01276642,68.78931288,67.03606203,66.629262,65.9016056,66.05057462,64.53223647,63.49518286,S8,S17,L8,L22,13,0
B73,S2_B73-17Aug_B8_B7_B5_B2_A8_A5_A1.csv,S2,A1,-4.14259945,-4.539716498,-4.841264186,-3.261333066,-3.674894002,-2.351246904,-2.405563303,-1.781956039,0.011296436,0.612778362,2.675598312,4.860744751,7.491423171,9.438906717,12.11977624,15.3581337,18.45153283,21.21490828,22.67365883,25.47886019,29.22199347,32.29591204,34.85359564,38.94623317,40.45884175,42.64754052,45.4756602,46.96936117,47.59044742,49.58204872,49.5402228,50.43976654,50.80875136,50.93136432,48.01558211,48.42238214,48.26023508,48.95351402,47.49132572,47.08395273,47.37100459,47.29193641,47.37100459,47.45752121,47.75431335,48.47795905,50.12693158,48.11241197,47.45694826,47.61336573,47.35782656,46.42447831,46.84961299,47.67925588,45.89391939,45.48482752,46.17123096,45.60572162,48.29060185,47.93765985,48.04709478,S8,S17,L8,L22,13,0
B73,S2_B73-18July_B6_B3_B1_A4_A3_A2_A1.csv,S2,B6,18.39710184,17.4459919,18.46070016,17.99373956,17.19847414,17.72903305,18.35298409,18.60852327,21.67040973,25.82320783,28.45709481,33.80622879,38.84539259,41.98921202,45.89391939,51.29920323,53.26903213,55.8066622,58.1838641,61.42680522,61.16324463,60.89395447,60.84811784,60.36110372,62.76752646,61.85652356,60.26943047,59.23237686,60.37829245,58.55628666,57.69684997,55.72014558,55.65998501,55.52533993,55.72415628,56.35097211,57.05914794,56.19340872,57.13993499,58.0005176,58.41877679,58.03489507,58.8313064,57.65674292,56.87981215,57.92030351,57.02706231,56.88095807,55.06124411,56.07709828,53.70448005,52.37521797,52.45428614,51.54901283,51.70600326,50.55722288,52.5757532,51.81715708,51.73866186,52.92010083,53.76750541,S7,S18,L7,L22,13,0
B73,S2_B73-18July_B6_B3_B1_A4_A3_A2_A1.csv,S2,B3,-1.427524347,-0.814115731,-2.571377289,-2.970728872,-3.677930679,-4.34067096,-3.602586728,-1.219426075,0.377831288,4.574151262,7.451316126,11.18127137,14.53651222,17.26321837,21.39940069,24.45211982,26.9937606,29.25579798,33.01497407,35.47468189,38.90899091,42.5690453,43.16205662,44.23291474,46.20159773,48.59999906,49.28869433,50.09771073,51.97529343,50.36929273,51.02017278,50.57154683,50.14755806,49.8931648,50.2718899,51.32154858,51.68022016,51.1720066,50.69931642,50.81104319,51.95581286,51.13705617,51.44588042,51.39660605,51.29748436,52.15863992,51.18633054,51.21211364,51.09752209,50.32689385,49.88743522,50.21516708,48.90767739,48.573643,49.22853376,48.44472749,47.98464238,48.36107566,47.55836178,48.20866888,50.23350173,S7,S18,L7,L22,13,0
B73,S2_B73-18July_B6_B3_B1_A4_A3_A2_A1.csv,S2,B1,-1.661061944,-2.809269365,-1.635565322,-1.841371762,-2.815342718,-0.796468631,-1.214040272,0.238963508,1.909496444,3.04406747,4.922280418,6.914454672,9.703613218,11.55655873,12.67382643,15.68300077,17.77486968,19.44045799,21.02411333,24.81021844,26.05869348,29.07588923,30.11179692,32.0397999,33.25389747,36.09118447,37.78140997,39.20463713,39.26651657,39.55299547,40.04573918,39.8824462,40.22163722,39.87270592,39.38626475,39.47679208,39.40288053,38.86315429,38.4122365,38.87633232,37.97277787,38.70673681,39.93573128,40.00620509,40.7785522,40.63531275,41.18821702,41.22087561,40.14887158,40.24283666,39.98443269,40.15975778,40.53218034,40.52301302,40.10704566,39.44527941,39.90536452,38.84883034,38.38530748,38.65001399,38.45864608,S7,S18,L7,L22,13,0
B73,S2_B73-18July_B6_B3_B1_A4_A3_A2_A1.csv,S2,A4,1.087359304,0.910143458,0.920513994,-0.693393524,-1.050288934,-1.220514695,0.102416206,1.038371412,1.527734665,4.428448094,6.464682802,11.64995085,13.86901639,19.39175658,22.76590503,26.11770813,29.41851799,33.18285071,37.05547244,39.02300951,41.32057027,43.56656483,44.17848375,47.35496177,47.56122657,48.86986218,48.47738609,49.38323236,50.36127132,52.03659991,51.24591815,51.76272609,52.92411154,51.63381058,51.82174074,53.24439494,52.0285785,52.11108442,51.13189955,51.20351928,51.20695702,51.0322049,50.36356315,49.96707636,47.85228913,48.04480295,48.59885314,46.90289807,45.57019824,45.56045795,44.74456605,43.8112178,43.03485999,42.39314726,42.54956474,41.49188465,41.42885929,40.95788798,40.38550315,40.67828458,41.51652184,S7,S18,L7,L22,13,0
B73,S2_B73-18July_B6_B3_B1_A4_A3_A2_A1.csv,S2,A3,11.26263138,10.41751863,10.23646397,10.52179695,10.5510178,9.506515737,9.803307875,11.71755987,12.28135034,14.40129418,16.82261382,18.19427478,21.33121871,24.39425109,26.11484334,29.61103181,32.09136611,34.45538997,38.11429845,42.25792922,45.23845567,48.6916723,52.86108618,56.41514338,60.27516005,63.1456786,65.83858024,68.19916635,70.15868201,73.58496963,75.23508808,74.62202324,75.17206272,74.54753872,75.13768525,74.4501359,74.36992181,74.14646827,76.27787127,76.27787127,77.8535052,78.54105456,77.93371929,79.40622083,80.28857583,80.3229533,80.55213642,80.4260857,79.66978141,79.5437307,78.5811616,77.0742826,75.74502052,73.73966823,73.09222592,70.78893559,70.55402289,68.51429314,68.22781424,66.84698596,67.98717197,S7,S18,L7,L22,13,0
B73,S2_B73-18July_B6_B3_B1_A4_A3_A2_A1.csv,S2,A2,-8.730730882,-8.566864953,-8.554832839,-5.888287261,-6.272741941,-5.811510916,-5.253507319,-3.971055886,-3.184327538,-0.365340808,1.833694128,7.873586021,8.169805201,10.59628146,12.35583485,14.58922434,14.99373254,19.2204422,20.73534261,22.26571288,24.96205226,27.51114149,31.14483983,33.82685527,37.11735188,38.05471084,40.90231108,43.5682837,47.83452744,47.67409926,49.81295071,49.42849603,50.53716936,50.87292263,50.11260764,50.64488543,49.84389043,49.3786487,50.08395975,48.70370442,49.39469152,49.93670959,51.16455815,51.82804327,53.86834598,53.48503722,52.72701405,52.80722815,52.11108442,50.78697896,49.04289543,47.59789587,44.12978234,44.32458799,42.63092475,43.26576198,44.29765897,44.53371758,44.7629007,46.8794068,47.87406153,S7,S18,L7,L22,13,0
B73,S2_B73-18July_B6_B3_B1_A4_A3_A2_A1.csv,S2,A1,4.388914006,3.402910937,4.308699915,5.322262255,6.352383075,4.395961387,6.536302527,8.673435103,11.48894971,13.79625075,16.22215405,19.22674473,23.08217773,27.89330434,30.4406747,35.1446582,38.94222246,42.99647182,46.32077295,51.23216717,53.49993412,56.5411941,58.55055708,60.60174599,61.47264184,64.40045617,64.1598139,65.5119943,66.07349293,66.629262,66.81260849,66.86990427,68.78931288,67.29389304,67.2251381,67.77517759,67.16211275,67.43713249,67.11627612,67.95852408,66.52612959,68.2908396,69.39091857,69.09871009,70.0841975,62.34353769,68.03300859,65.92452391,64.53796604,61.93100808,58.78546978,56.71136256,53.3223172,51.7380889,50.26730624,47.76118884,46.78830651,47.34063782,49.43479856,51.3267052,51.54500212,S7,S18,L7,L22,13,0
B73,S2_B73-18Sep_B5_A4_A1.csv,S2,A1,4.966799239,3.48323962,4.05287426,4.386450288,4.755778883,4.410285332,4.565442303,5.629768703,5.469397817,7.457045704,8.184702103,9.003458793,9.372443613,13.93719837,14.82642886,16.73896198,17.59839868,19.47368954,20.69237077,21.89787397,26.24891547,27.59307446,28.85415456,29.91699127,31.95442919,32.89522589,34.41757475,35.46379569,38.21743085,40.16606031,41.05013419,41.62939452,41.63054044,42.82802223,44.4506387,45.66015261,48.0264683,48.16627001,47.01634371,49.95217945,49.68059746,52.13113795,51.80226017,52.9327059,55.01139678,52.93843548,54.17831615,53.15845127,53.16876451,54.05226543,53.82881189,54.50490209,54.53412294,55.8244239,54.98103002,56.10861096,55.58893824,56.64604537,57.75414575,58.47034299,57.85727815,S9,S18,L9,L24,13,0
B73,S2_B73-19Aug_B4_B3_B2_B1_A4_A2_A1.csv,S2,B4,-4.16351241,-5.73759936,-4.011907777,-5.553221542,-5.978241634,-6.602192673,-7.306930761,-6.349518286,-4.238226106,-2.036693074,-0.796926997,2.408542683,4.630129238,6.563804501,10.76186627,13.29376676,15.69503288,19.27831093,21.70707903,24.12897163,25.52641569,31.44850746,32.97773181,34.52758265,36.8469158,36.96895582,38.14409225,38.18935592,40.14600679,43.50239355,42.55472136,45.89621122,45.01500213,45.98501968,45.98444672,46.09158983,46.13628054,46.41989465,45.87214699,43.70120991,44.98119762,45.43669907,44.2185908,44.06274628,42.52263572,45.13933397,42.7048363,44.09540487,41.83565933,43.61297441,41.10284631,43.17523465,40.61812401,43.14372197,40.39008681,43.78486175,44.32802574,41.46896634,44.6448714,46.2915521,46.18383603,S8,S19,L8,L24,13,10
B73,S2_B73-19Aug_B4_B3_B2_B1_A4_A2_A1.csv,S2,B3,-1.716065892,-2.227258837,-2.161769761,-2.896244359,-3.437460292,-3.481005084,-4.053504513,-2.938299461,-0.99929569,0.894215231,4.49909379,6.876066499,8.39612353,10.38428708,14.03632007,17.67517502,20.96280685,22.73038165,25.84154248,28.24452747,30.82799417,32.19220668,35.06730889,36.93515131,39.20177234,41.06560405,41.3962007,42.03676751,44.55835477,43.88856711,44.2810432,45.46878471,46.55568564,45.96095545,45.58051148,44.96400889,44.08337276,43.83814682,44.41396941,43.05720535,43.2302386,43.10934451,43.90804767,44.66836267,44.81561282,44.63226633,44.59101336,44.74513901,45.36679822,45.84292615,46.24227773,46.48922254,46.58261466,47.22088964,46.14716674,46.46745014,45.35419315,45.68249796,45.6263481,46.86221806,46.87768792,S8,S19,L8,L24,13,10
B73,S2_B73-19Aug_B4_B3_B2_B1_A4_A2_A1.csv,S2,B2,3.780146349,3.491604804,3.243055712,3.68429051,4.35018206,3.761868995,5.688267694,6.049288401,8.078704911,9.605637435,11.03459418,13.27886986,14.42879615,16.95038341,18.38564269,21.22292969,22.93091688,25.16717115,27.33295162,30.1392989,32.7267763,35.09882157,36.75581552,40.63932345,41.0581556,44.51882068,46.08070363,47.01405188,49.97910847,51.9878985,54.19836967,55.2623523,55.92526447,58.87714303,59.32405011,58.27553734,59.43864167,58.73963316,58.63077118,59.43864167,59.21518813,60.05170651,60.09181355,60.71633755,60.79655164,62.41229262,62.28051233,62.2633236,62.43521094,62.87065886,63.36913214,64.04522234,64.73850127,65.05362806,64.07959981,63.22016311,61.43826437,59.02038248,56.1704904,53.7921426,52.42277347,S8,S19,L8,L24,13,10
B73,S2_B73-19Aug_B4_B3_B2_B1_A4_A2_A1.csv,S2,B1,2.693531891,1.346508114,1.265606474,-0.021153602,-0.716712906,-1.230312273,-1.464193645,-0.95477687,1.343414142,1.926857065,5.40975291,7.270261462,11.54681845,13.41695269,16.42956478,20.05581466,22.13049484,23.6419575,26.62362987,29.26381939,30.3782223,33.01669294,35.27128187,37.44107304,38.1435193,39.25734925,43.37233213,44.33891193,45.53009119,48.397172,49.11909882,50.2787654,49.56715181,52.6124225,51.32212154,52.88916111,51.60287086,52.55913742,52.89431773,54.16284629,54.2373308,54.69397817,53.19282874,54.69741591,54.49115111,54.1084153,52.43537854,52.82842758,52.08129062,51.43098352,49.82269099,48.43212242,48.60171793,47.08968231,46.23941294,44.8104562,44.1045722,43.87997274,43.2411248,42.52951122,42.74035969,S8,S19,L8,L24,13,10
B73,S2_B73-19Aug_B4_B3_B2_B1_A4_A2_A1.csv,S2,A4,4.389486964,5.040137836,5.023006398,5.805781338,4.203332977,4.342619017,4.79015635,6.257845038,6.547188725,7.946924618,8.654527495,9.913888729,11.80923312,13.80885582,15.53173991,17.82643588,20.3010406,22.16258047,25.43875315,27.41431162,31.34021844,33.90076682,37.85933223,40.98538996,43.87481612,46.84560229,49.72700704,51.46077733,53.93710092,56.20544083,57.74268659,58.21251199,60.03451777,61.57004466,62.24040529,65.37448442,66.31413521,67.31108177,68.65180301,68.70336921,70.17014117,71.84890751,73.24692453,73.8256119,74.35846265,73.85998937,74.07198375,74.51316126,74.63348239,74.27824856,74.57045704,74.09490207,73.18962875,73.03493015,72.24424839,70.06700877,70.64569614,69.48832139,66.64645073,66.06203378,64.92184777,S8,S19,L8,L24,13,10
